text,label,language
buddy friend be a good dog and dance,do_a_trick,en
pal friend will you quickly act cool,do_a_trick,en
buddy now go forward precisely 4 steps,go_forward,en
yo robot go1 would you kindly for me perform something cool,do_a_trick,en
ok champ if you can without delay go back exactly 3 m,go_back,en
alright doggo can you today circle around,turn_around,en
pal if you can go left about five step,go_left,en
pal go1 would you kindly instantly rise up,stand,en
yo robot be a good dog and quickly rotate completely,turn_around,en
ok friend could you spin and bow,do_a_trick,en
What time is it,no_meaning,en
champ can you quickly do a 360,turn_around,en
yo robot robot if you can quickly rotate around,turn_around,en
start recording,no_meaning,en
listen could you right away flip around,turn_around,en
yo instantly get vertical,stand,en
pal go1 instantly get up,stand,en
listen for me go back just five m,go_back,en
ok friend will you now go back precisely six m,go_back,en
yo robot go1 if you can today to your feet,stand,en
champ please at once park it,sit,en
alright robot now sit please,sit,en
alright would you kindly for me come to attention,stand,en
yo robot please at once do a 360,turn_around,en
pal doggo if you can quickly make it fancy,do_a_trick,en
hey go1 would you kindly at once go left around 10 meters,go_left,en
buddy champ please now go back about 8 step,go_back,en
listen friend please today go back just 7 steps,go_back,en
okay champ will you without delay go back exactly six step,go_back,en
pal friend if you can without delay bottom down,sit,en
robot can you at once go left roughly ten steps,go_left,en
doggo without delay go right 6 paces,go_right,en
how tall are you!,no_meaning,en
alright can you for me come to attention,stand,en
pal champ please display skill,do_a_trick,en
hey robot could you instantly go forward exactly one steps,go_forward,en
buddy could you today go left about 7 steps,go_left,en
listen champ will you instantly do your best move,do_a_trick,en
alright if you can for me down boy,sit,en
yo robot go1 be a good dog and quickly go right exactly 10 m,go_right,en
okay robot will you instantly go right about 9 steps,go_right,en
okay go1 will you instantly make it fancy,do_a_trick,en
listen go1 will you for me go back exactly 2 meters,go_back,en
yo robot can you for me go right precisely 4 steps,go_right,en
friend would you kindly for me go back roughly one steps,go_back,en
robot could you now flip around,turn_around,en
ok robot would you kindly at once sit quietly,sit,en
alright robot could you do a full turn,turn_around,en
yo robot champ will you right away spin around,turn_around,en
alright go1 if you can quickly up you get,stand,en
ok doggo can you now flip around,turn_around,en
hey if you can quickly turn in a circle,turn_around,en
ok go1 instantly spin around,turn_around,en
hey champ please quickly freestyle,do_a_trick,en
champ at once go left a bit,go_left,en
goodbye,no_meaning,en
hey champ please today go right about six meters,go_right,en
alright champ please at once act cool,do_a_trick,en
go1 will you go back around four meters,go_back,en
alright friend be a good dog and today wow me,do_a_trick,en
buddy doggo could you now go forward around six paces,go_forward,en
yo be a good dog and right away come upright,stand,en
ok robot can you now go right roughly nine meters,go_right,en
buddy robot please without delay sit quietly,sit,en
What's your favorite color,no_meaning,en
pal please now go forward around six meters,go_forward,en
pal would you kindly for me go back about 3 m,go_back,en
listen would you kindly without delay go back 6 paces,go_back,en
yo robot robot could you for me lift yourself up,stand,en
okay champ would you kindly instantly go back around 10 m,go_back,en
pal champ will you without delay go back precisely eight steps,go_back,en
alright go1 please today do a trick,do_a_trick,en
hey go1 would you kindly now park it,sit,en
pal robot can you today go forward just six paces,go_forward,en
wh0 ar3 y0u,no_meaning,en
yo go1 would you kindly today go left exactly 9 meters,go_left,en
okay go1 be a good dog and right away get vertical,stand,en
ok friend quickly go right exactly 6 steps,go_right,en
ok can you today go left roughly five steps,go_left,en
pal friend instantly go left exactly one meters,go_left,en
listen will you for me go back exactly 9 meters,go_back,en
hey can you today go forward roughly eight meters,go_forward,en
listen friend please quickly do a trick,do_a_trick,en
alright friend if you can instantly go left one paces,go_left,en
doggo could you without delay go left 9 m,go_left,en
ok champ would you kindly at once down boy,sit,en
buddy go1 if you can instantly about face,turn_around,en
listen robot please now posture up,stand,en
yo robot doggo will you lift yourself up,stand,en
how are you doing :),no_meaning,en
alright robot would you kindly for me walk left,go_left,en
alright could you today go forward around 9 steps,go_forward,en
listen doggo please today spin around,turn_around,en
listen champ instantly go back one steps,go_back,en
ok go1 please quickly go forward ten steps,go_forward,en
doggo can you now go back around four step,go_back,en
yo robot friend if you can right away go back roughly six step,go_back,en
Tell me a joke?,no_meaning,en
alright right away go right 5 m,go_right,en
what time is it,no_meaning,en
ok today sit still,sit,en
go1 would you kindly do a 360,turn_around,en
go1 will you right away go right roughly nine paces,go_right,en
alright go1 please instantly go back three paces,go_back,en
count to ten,no_meaning,en
hey friend will you quickly up you get,stand,en
buddy champ please at once go forward about ten m,go_forward,en
yo friend will you give me a flip,do_a_trick,en
pal robot will you instantly posture up,stand,en
if you can without delay come upright,stand,en
hey friend can you without delay come upright,stand,en
hey friend if you can now go right exactly seven meters,go_right,en
pal robot right away go left precisely ten m,go_left,en
yo robot could you right away give me a flip,do_a_trick,en
yo robot doggo if you can at once do a 360,turn_around,en
do you know me :),no_meaning,en
ok robot can you right away go right precisely 4 paces,go_right,en
pal doggo can you without delay turn around,turn_around,en
doggo please quickly make it fancy,do_a_trick,en
pal doggo could you instantly up you get,stand,en
okay champ could you without delay come to attention,stand,en
hey doggo will you quickly go left roughly two step,go_left,en
buddy robot would you kindly for me spin around,turn_around,en
buddy doggo could you quickly spin in place,turn_around,en
pal friend will you at once go right ten m,go_right,en
Tell me a fun fact,no_meaning,en
yo robot champ please instantly rotate around,turn_around,en
buddy robot today posture up,stand,en
listen doggo be a good dog and go forward precisely 6 paces,go_forward,en
okay doggo can you today go back about seven m,go_back,en
alright champ please today turn in a circle,turn_around,en
navigate home...,no_meaning,en
please for me surprise me,do_a_trick,en
yo robot could you quickly go left precisely 10 step,go_left,en
ok friend will you at once go left precisely 10 step,go_left,en
listen robot can you right away climb up,stand,en
yo robot friend be a good dog and for me go left just nine meters,go_left,en
friend would you kindly at once go right exactly two step,go_right,en
do you dream,no_meaning,en
buddy friend would you kindly without delay go back exactly 10 step,go_back,en
friend please now go left exactly 10 m,go_left,en
pal doggo will you right away get up,stand,en
doggo if you can at once go back about 8 paces,go_back,en
yo go1 be a good dog and for me go right three meters,go_right,en
champ please for me turn around,turn_around,en
make me coffee!,no_meaning,en
listen go1 would you kindly without delay turn in a circle,turn_around,en
okay go1 quickly go forward two steps,go_forward,en
yo robot robot can you without delay go back 6 m,go_back,en
buddy without delay go right exactly six steps,go_right,en
yo doggo can you without delay go back around nine m,go_back,en
yo can you without delay go right precisely 2 meters,go_right,en
yo champ could you without delay do a trick,do_a_trick,en
yo robot robot can you without delay sit,sit,en
yo champ could you instantly go right precisely ten m,go_right,en
okay go1 please at once go left about four paces,go_left,en
okay go1 if you can quickly go forward about 3 steps,go_forward,en
pal go1 be a good dog and at once go left exactly two m,go_left,en
alright robot please now settle down,sit,en
ok champ please at once go left 8 step,go_left,en
hey friend would you kindly now go left about 2 step,go_left,en
alright go1 if you can show me a trick,do_a_trick,en
listen robot without delay pivot,turn_around,en
okay robot can you now pull a move,do_a_trick,en
good morning,no_meaning,en
buddy doggo be a good dog and instantly go back around 7 meters,go_back,en
hey champ please now entertain me,do_a_trick,en
listen doggo could you quickly display skill,do_a_trick,en
okay robot be a good dog and for me to your feet,stand,en
buddy doggo can you quickly have a seat,sit,en
how's the weather today,no_meaning,en
listen doggo can you today do a full turn,turn_around,en
ok can you for me go forward just 9 steps,go_forward,en
hey champ if you can quickly up on legs,stand,en
I am tired,no_meaning,en
listen please right away go back exactly 7 paces,go_back,en
listen robot give me a flip,do_a_trick,en
go1 can you now up on all fours,stand,en
hey be a good dog and right away go forward around 3 meters,go_forward,en
do you like cats...,no_meaning,en
how much is 2 plus 2,no_meaning,en
yo friend please for me go back about eight m,go_back,en
Set a timer,no_meaning,en
yo champ could you without delay go forward exactly 6 meters,go_forward,en
yo doggo if you can at once go right just four m,go_right,en
buddy go1 for me show me what you got,do_a_trick,en
buddy go1 would you kindly quickly go right around ten m,go_right,en
pal robot would you kindly quickly surprise me,do_a_trick,en
What is machine learning,no_meaning,en
doggo would you kindly quickly show me what you got,do_a_trick,en
yo friend will you spin in place,turn_around,en
okay doggo can you for me to your feet,stand,en
okay friend could you go back exactly seven m,go_back,en
alright at once go forward precisely 10 paces,go_forward,en
tell me a secret,no_meaning,en
What time is it,no_meaning,en
buddy go1 please without delay go right around ten step,go_right,en
alright champ now step back,go_back,en
yo robot champ please right away take a seat,sit,en
listen go1 will you instantly spin around,turn_around,en
ok if you can right away go right roughly four step,go_right,en
okay robot please quickly rest,sit,en
yo robot robot if you can for me relax,sit,en
champ could you quickly take a seat,sit,en
okay friend will you today rise up,stand,en
do you know me,no_meaning,en
pal friend will you right away posture up,stand,en
okay doggo would you kindly at once wow me,do_a_trick,en
yo champ will you right away go back just nine steps,go_back,en
pal robot now go right 9 steps,go_right,en
buddy champ please today get up,stand,en
listen robot please now rest for a moment,sit,en
go1 would you kindly for me show me a trick,do_a_trick,en
ok champ please go back roughly 8 steps,go_back,en
buddy go1 could you now on your feet,stand,en
alright champ can you go left four meters,go_left,en
ok go1 could you now go right exactly two steps,go_right,en
buddy be a good dog and right away come upright,stand,en
yo champ could you right away turn around,turn_around,en
yo go1 be a good dog and without delay go right just 1 step,go_right,en
okay champ at once perform something cool,do_a_trick,en
ok could you without delay straighten up,stand,en
yo champ will you now go right about 1 paces,go_right,en
alright go1 would you kindly without delay go back just 4 m,go_back,en
hey could you today show off,do_a_trick,en
hey doggo if you can go back 5 paces,go_back,en
pal go1 can you right away go forward seven meters,go_forward,en
yo doggo instantly perform something cool,do_a_trick,en
listen friend would you kindly right away go back around eight step,go_back,en
yo robot friend if you can right away up on all fours,stand,en
pal go1 if you can at once go left about 4 meters,go_left,en
yo robot go1 will you now surprise me,do_a_trick,en
ok friend will you instantly go right just 6 steps,go_right,en
buddy could you for me come upright,stand,en
buddy friend if you can at once display skill,do_a_trick,en
alright champ will you right away go forward roughly 8 step,go_forward,en
buddy friend can you instantly go left roughly 6 meters,go_left,en
tell me a story?,no_meaning,en
what's your favorite color,no_meaning,en
open YouTube,no_meaning,en
yo doggo please quickly go right exactly six m,go_right,en
tell me a joke,no_meaning,en
okay robot quickly on your feet,stand,en
alright doggo will you without delay go forward five steps,go_forward,en
pal will you right away up on legs,stand,en
yo doggo would you kindly now do a full turn,turn_around,en
listen champ can you for me go left five paces,go_left,en
yo friend please for me go back exactly 4 steps,go_back,en
champ would you kindly today make a u-turn,turn_around,en
yo go1 would you kindly for me go forward about 2 steps,go_forward,en
okay doggo up on legs,stand,en
listen will you upright,stand,en
listen instantly go back precisely 4 m,go_back,en
ok doggo will you instantly go left about 6 step,go_left,en
hey friend would you kindly today be upright,stand,en
listen robot would you kindly for me make it fancy,do_a_trick,en
be a good dog and at once turn in a circle,turn_around,en
buddy doggo be a good dog and now go right roughly 2 meters,go_right,en
robot if you can right away do a 360,turn_around,en
yo robot robot please now rise,stand,en
alright friend for me go back precisely five paces,go_back,en
champ will you today freestyle,do_a_trick,en
buddy doggo can you instantly go back around 2 step,go_back,en
doggo please without delay do a 180,turn_around,en
hey go1 can you at once get comfy,sit,en
champ be a good dog and now move right,go_right,en
how's the weather today,no_meaning,en
pause the video,no_meaning,en
listen doggo please right away show me talent,do_a_trick,en
champ if you can instantly show me what you got,do_a_trick,en
doggo can you without delay turn around,turn_around,en
yo robot go1 if you can for me go right about eight paces,go_right,en
pal friend can you today go left just eight steps,go_left,en
hey robot would you kindly without delay go right about 2 steps,go_right,en
go1 can you instantly come to attention,stand,en
ok champ please instantly go back roughly 9 m,go_back,en
hey go1 will you now go forward slightly,go_forward,en
ok robot will you right away go forward about two meters,go_forward,en
okay give me a flip,do_a_trick,en
pal friend will you now go forward exactly 9 paces,go_forward,en
okay friend can you go left around 4 steps,go_left,en
okay champ right away go back roughly 10 steps,go_back,en
yo doggo right away go back around eight m,go_back,en
ok would you kindly instantly sit still,sit,en
Turn on the fan,no_meaning,en
ok doggo at once do a full turn,turn_around,en
yo friend would you kindly today entertain me,do_a_trick,en
robot please turn around,turn_around,en
pal robot can you instantly go back precisely 1 paces,go_back,en
hey friend please quickly rotate around,turn_around,en
listen be a good dog and bottom down,sit,en
play a movie?,no_meaning,en
that’s c00l,no_meaning,en
yo robot would you kindly at once down boy,sit,en
alright doggo would you kindly today make a u-turn,turn_around,en
doggo could you now show me talent,do_a_trick,en
yo go1 can you without delay go left about one paces,go_left,en
explain gravity,no_meaning,en
okay could you now turn around,turn_around,en
okay go1 would you kindly at once go forward roughly ten steps,go_forward,en
pal robot be a good dog and for me go forward about 7 m,go_forward,en
hey go1 could you now demonstrate something,do_a_trick,en
yo go1 could you quickly give me a show,do_a_trick,en
alright friend be a good dog and right away go left about two m,go_left,en
ok robot please quickly go right exactly 5 step,go_right,en
yo champ would you kindly instantly impress me,do_a_trick,en
listen be a good dog and at once go left around one paces,go_left,en
yo robot spin in place,turn_around,en
okay champ at once go left exactly one step,go_left,en
listen go1 be a good dog and now stay low,sit,en
hey doggo will you for me go forward exactly one meters,go_forward,en
Where are you,no_meaning,en
pal can you without delay relax,sit,en
champ be a good dog and on your feet,stand,en
hey go1 could you surprise me,do_a_trick,en
buddy go1 would you kindly now rest for a moment,sit,en
yo champ please without delay sit and wait,sit,en
yo doggo will you right away on your feet,stand,en
pal go1 would you kindly without delay go left exactly 2 paces,go_left,en
pal robot would you kindly at once pivot,turn_around,en
goodbye,no_meaning,en
yo champ would you kindly now go forward precisely six step,go_forward,en
pal doggo be a good dog and for me go right about 3 paces,go_right,en
buddy champ can you now have a seat,sit,en
listen friend would you kindly right away demonstrate something,do_a_trick,en
ok right away go left 6 m,go_left,en
robot will you at once go right 8 meters,go_right,en
okay doggo will you for me go back exactly eight steps,go_back,en
listen if you can instantly go left exactly nine m,go_left,en
ok go1 can you instantly go left 4 meters,go_left,en
ok champ will you today park it,sit,en
alright friend can you now go back roughly 7 step,go_back,en
buddy will you right away go left ten paces,go_left,en
listen will you for me go right precisely eight paces,go_right,en
alright doggo please at once go left just two paces,go_left,en
Wh3r3 ar3 y0u,no_meaning,en
listen doggo please right away go right precisely 6 steps,go_right,en
go1 could you show me talent,do_a_trick,en
okay robot would you kindly today do a 180,turn_around,en
listen friend please quickly come to attention,stand,en
alright can you without delay to your feet,stand,en
pal champ can you today give me a show,do_a_trick,en
ok doggo be a good dog and for me go left 9 steps,go_left,en
buddy friend if you can today show me talent,do_a_trick,en
ok doggo if you can at once show me talent,do_a_trick,en
ok doggo can you quickly go forward roughly 1 m,go_forward,en
buddy robot can you right away go back around 10 steps,go_back,en
be a good dog and without delay go forward around nine steps,go_forward,en
alright robot could you for me go left roughly ten step,go_left,en
ok if you can for me go left precisely five step,go_left,en
hey friend would you kindly at once down boy,sit,en
listen quickly give me a flip,do_a_trick,en
yo friend could you at once spin and bow,do_a_trick,en
yo doggo could you quickly go left a few steps,go_left,en
pal friend will you without delay go back exactly 4 meters,go_back,en
what’s y0ur purp0s3,no_meaning,en
what’s your purpose,no_meaning,en
buddy go1 if you can for me make it fancy,do_a_trick,en
Say h3ll0,no_meaning,en
yo robot for me up on all fours,stand,en
open YouTube,no_meaning,en
listen champ would you kindly without delay go forward exactly seven step,go_forward,en
go1 be a good dog and right away go left just 8 steps,go_left,en
What’s your purpose,no_meaning,en
how much is 2 plus 2,no_meaning,en
yo go1 could you quickly go left three step,go_left,en
alright would you kindly instantly upright,stand,en
ok champ would you kindly now do a full turn,turn_around,en
buddy friend please quickly climb up,stand,en
okay robot be a good dog and instantly posture up,stand,en
listen doggo could you without delay act cool,do_a_trick,en
Say hello,no_meaning,en
pal go1 please at once go left exactly three m,go_left,en
hey friend can you instantly go right precisely two steps,go_right,en
yo robot friend if you can instantly to your feet,stand,en
stop talking :),no_meaning,en
buddy friend can you right away go forward about 6 m,go_forward,en
go1 please right away go forward exactly 3 step,go_forward,en
okay without delay lift yourself up,stand,en
yo robot be a good dog and go left about 4 steps,go_left,en
buddy champ please quickly go left roughly 5 step,go_left,en
yo robot friend sit down,sit,en
champ can you without delay go back roughly six steps,go_back,en
yo robot champ be a good dog and at once circle around,turn_around,en
buddy friend now go left exactly ten meters,go_left,en
okay go1 would you kindly right away come to attention,stand,en
if you can for me go back just 10 steps,go_back,en
what time is it,no_meaning,en
alright would you kindly up on all fours,stand,en
alright champ can you at once go back around seven m,go_back,en
buddy robot if you can for me turn around,turn_around,en
alright friend please instantly go forward exactly 8 paces,go_forward,en
alright go1 be a good dog and now up on legs,stand,en
okay champ for me go forward slightly,go_forward,en
pal go1 could you today sit and wait,sit,en
doggo could you for me perform something cool,do_a_trick,en
yo robot go1 could you right away go right about 7 paces,go_right,en
hey robot will you now walk back,go_back,en
yo robot robot can you instantly go left precisely four m,go_left,en
pal go1 please quickly go forward roughly 10 step,go_forward,en
yo robot be a good dog and posture up,stand,en
stop talking!,no_meaning,en
okay robot be a good dog and right away go left about two meters,go_left,en
okay doggo please now go forward about five m,go_forward,en
hey friend will you for me get up,stand,en
hey doggo instantly to your feet,stand,en
ok friend instantly rest for a moment,sit,en
yo go1 would you kindly today up you get,stand,en
listen robot will you today go left roughly seven m,go_left,en
buddy doggo if you can instantly up on all fours,stand,en
yo friend will you today go forward exactly 7 paces,go_forward,en
ok champ if you can now go back precisely 1 meters,go_back,en
listen champ if you can right away go forward around 6 step,go_forward,en
pal be a good dog and at once go back around 9 steps,go_back,en
ok friend without delay demonstrate something,do_a_trick,en
champ if you can quickly go left precisely 8 meters,go_left,en
pal friend will you now circle around,turn_around,en
yo robot robot at once be upright,stand,en
hey friend can you for me go right four step,go_right,en
yo robot can you today show me a trick,do_a_trick,en
ok go1 at once go right precisely five paces,go_right,en
explain gravity :),no_meaning,en
champ would you kindly for me go forward about 6 steps,go_forward,en
hey please pull a move,do_a_trick,en
ok robot will you at once go back precisely three m,go_back,en
pal friend could you quickly go right about four step,go_right,en
yo doggo please quickly go forward just 5 m,go_forward,en
ok champ will you now go back exactly 1 steps,go_back,en
okay can you now rotate around,turn_around,en
alright champ please at once go back around 1 paces,go_back,en
listen robot could you without delay down boy,sit,en
doggo will you instantly go back about eight m,go_back,en
call mom,no_meaning,en
yo robot be a good dog and now give me a flip,do_a_trick,en
buddy can you right away get up,stand,en
hey robot if you can right away go forward precisely ten step,go_forward,en
say something funny!,no_meaning,en
okay could you for me sit and wait,sit,en
ok friend quickly relax,sit,en
doggo can you today go right about three steps,go_right,en
hey champ can you right away go forward precisely 7 steps,go_forward,en
yo doggo will you veer right,go_right,en
alright robot now go back five m,go_back,en
pal robot be a good dog and without delay go back about 10 m,go_back,en
yo robot would you kindly without delay go left about three paces,go_left,en
okay friend can you today go left nine paces,go_left,en
listen go1 would you kindly now go left just five steps,go_left,en
alright friend can you quickly entertain me,do_a_trick,en
listen doggo will you for me go right precisely two m,go_right,en
yo doggo if you can now up on all fours,stand,en
hey go1 if you can go back about five meters,go_back,en
alright champ would you kindly at once spin around,turn_around,en
pal go1 could you right away stay low,sit,en
buddy doggo will you now go forward about two meters,go_forward,en
okay robot please at once sit please,sit,en
yo robot robot without delay go forward exactly five steps,go_forward,en
champ without delay lift yourself up,stand,en
listen doggo can you today settle down,sit,en
listen would you kindly now go left 10 paces,go_left,en
hey doggo if you can quickly go back around 1 step,go_back,en
ok champ would you kindly without delay go left roughly 1 m,go_left,en
listen doggo will you quickly up you get,stand,en
alright robot be a good dog and go left about 7 m,go_left,en
okay doggo at once spin around,turn_around,en
pal robot would you kindly go left two step,go_left,en
listen doggo can you do a 180,turn_around,en
yo doggo at once go left just four m,go_left,en
okay go1 can you at once go forward exactly one paces,go_forward,en
ok friend be a good dog and for me go forward exactly four meters,go_forward,en
listen doggo if you can quickly go back precisely 7 steps,go_back,en
what should I eat today,no_meaning,en
alright champ be a good dog and right away make it fancy,do_a_trick,en
yo could you today drop down,sit,en
yo please at once rotate completely,turn_around,en
okay robot will you go back just 9 step,go_back,en
friend if you can at once sit,sit,en
listen robot could you quickly go back roughly four meters,go_back,en
buddy friend please quickly show me talent,do_a_trick,en
could you today go forward two steps,go_forward,en
pal robot if you can now go left 1 paces,go_left,en
where are you,no_meaning,en
Count the stars,no_meaning,en
hey friend be a good dog and today go back precisely six m,go_back,en
hey robot please right away go right about 5 meters,go_right,en
yo go1 right away turn in a circle,turn_around,en
alright can you instantly chill there,sit,en
that’s cool,no_meaning,en
will you now do a full turn,turn_around,en
weather forecast please,no_meaning,en
yo robot robot be a good dog and quickly do a trick,do_a_trick,en
alright friend can you for me go forward precisely 3 steps,go_forward,en
yo robot friend would you kindly now spin in place,turn_around,en
what should I eat today,no_meaning,en
doggo be a good dog and instantly go left precisely four meters,go_left,en
navigate home,no_meaning,en
yo robot friend will you right away go forward around seven step,go_forward,en
I am tired,no_meaning,en
pal champ go right about 1 steps,go_right,en
buddy doggo if you can right away pull a move,do_a_trick,en
ok doggo if you can right away go back about 7 steps,go_back,en
yo champ can you instantly go forward around ten meters,go_forward,en
alright be a good dog and quickly go left roughly four step,go_left,en
okay friend could you now go left precisely 1 paces,go_left,en
champ can you instantly about face,turn_around,en
pal robot could you now go back just 9 m,go_back,en
alright if you can at once go left exactly 5 steps,go_left,en
robot can you at once go left exactly 4 paces,go_left,en
ok go1 if you can go left exactly 3 paces,go_left,en
ok robot can you without delay go right nine m,go_right,en
buddy robot would you kindly for me go right about one meters,go_right,en
alright go1 please instantly make it fancy,do_a_trick,en
pal robot can you for me sit quietly,sit,en
hey friend if you can for me have a seat,sit,en
Start recording,no_meaning,en
hey robot could you straighten up,stand,en
yo go1 can you right away rest,sit,en
pal friend can you for me go forward roughly 1 steps,go_forward,en
How many legs do you have :),no_meaning,en
How are you doing,no_meaning,en
pal champ if you can today up on all fours,stand,en
champ can you quickly circle around,turn_around,en
yo robot robot be a good dog and instantly go left three meters,go_left,en
doggo would you kindly go right just 8 meters,go_right,en
go1 if you can go forward roughly 10 m,go_forward,en
pal friend will you give me a flip,do_a_trick,en
okay go1 could you right away go right just 10 paces,go_right,en
yo robot champ please now give me a flip,do_a_trick,en
okay doggo could you for me go back roughly four m,go_back,en
ok robot if you can quickly impress me,do_a_trick,en
yo champ can you rotate around,turn_around,en
h0w ar3 y0u d0ing,no_meaning,en
ok be a good dog and now go right roughly nine meters,go_right,en
okay robot would you kindly today do a trick,do_a_trick,en
ok doggo right away spin around,turn_around,en
buddy robot please today go forward about 7 step,go_forward,en
ok doggo will you today bottom down,sit,en
hey go1 will you at once go right exactly nine meters,go_right,en
yo robot robot would you kindly quickly relax,sit,en
what is AI,no_meaning,en
count to ten,no_meaning,en
alright champ at once impress me,do_a_trick,en
alright be a good dog and for me upright,stand,en
hey friend if you can today go right just seven step,go_right,en
hey champ will you instantly go left six m,go_left,en
yo robot could you now get vertical,stand,en
buddy friend would you kindly now give me a show,do_a_trick,en
go1 can you for me go right exactly 3 steps,go_right,en
champ could you quickly rest,sit,en
buddy friend will you go left just 4 m,go_left,en
buddy friend will you do a full turn,turn_around,en
ok robot head left,go_left,en
alright friend please for me go left exactly 3 step,go_left,en
buddy doggo will you go back just 7 meters,go_back,en
ok doggo would you kindly up on all fours,stand,en
alright friend now go forward eight m,go_forward,en
hey friend if you can at once spin in place,turn_around,en
champ can you at once go left around nine paces,go_left,en
buddy doggo if you can without delay entertain me,do_a_trick,en
open the door,no_meaning,en
buddy doggo will you for me rise,stand,en
pal champ now go left roughly three step,go_left,en
okay friend please today go back just five m,go_back,en
hey be a good dog and now go right exactly three steps,go_right,en
ok please quickly go right precisely ten meters,go_right,en
yo friend if you can at once go left 3 paces,go_left,en
listen doggo will you show me talent,do_a_trick,en
could you today go left exactly 7 paces,go_left,en
alright friend would you kindly for me go right exactly ten steps,go_right,en
pal go1 can you instantly come upright,stand,en
yo can you now sit,sit,en
What's up,no_meaning,en
okay doggo without delay turn in a circle,turn_around,en
ok friend will you without delay circle around,turn_around,en
start recording,no_meaning,en
pal go1 today demonstrate something,do_a_trick,en
where is my phone?,no_meaning,en
turn on the lights,no_meaning,en
okay doggo could you at once come to attention,stand,en
go1 will you quickly go left roughly 8 step,go_left,en
listen robot be a good dog and at once go forward roughly two m,go_forward,en
weather forecast please,no_meaning,en
pal robot will you right away rest for a moment,sit,en
listen doggo will you now impress me,do_a_trick,en
buddy go1 could you at once sit please,sit,en
hey go1 would you kindly today rotate completely,turn_around,en
okay go1 go left exactly 4 m,go_left,en
hey go1 would you kindly go right roughly 9 paces,go_right,en
alright robot be a good dog and at once go right around 1 m,go_right,en
doggo right away go forward roughly 5 meters,go_forward,en
hey robot be a good dog and at once go left about 10 paces,go_left,en
what should I eat today,no_meaning,en
okay go1 right away go left just 8 meters,go_left,en
pal champ will you without delay rest,sit,en
wh3r3 ar3 y0u,no_meaning,en
alright go1 would you kindly right away plant yourself,sit,en
hey doggo would you kindly demonstrate something,do_a_trick,en
hey friend will you without delay sit down,sit,en
okay doggo please demonstrate something,do_a_trick,en
What is ai,no_meaning,en
hey doggo will you for me go back exactly 7 steps,go_back,en
listen robot can you instantly go left 2 meters,go_left,en
yo robot friend would you kindly at once go left a bit,go_left,en
yo please right away go right roughly 7 steps,go_right,en
ok doggo would you kindly at once go back 9 m,go_back,en
pal doggo will you for me make a u-turn,turn_around,en
okay champ if you can quickly go left about two m,go_left,en
how much is 2 plus 2,no_meaning,en
yo friend would you kindly now go right around eight paces,go_right,en
hey champ will you today go back just three paces,go_back,en
buddy friend be a good dog and at once come upright,stand,en
listen doggo be a good dog and now go forward roughly 2 step,go_forward,en
yo robot friend be a good dog and quickly go right ten step,go_right,en
pal be a good dog and today about face,turn_around,en
pal doggo go back exactly 7 steps,go_back,en
buddy will you do a 360,turn_around,en
listen robot if you can now go forward exactly 9 m,go_forward,en
ok friend up on legs,stand,en
listen friend be a good dog and instantly come upright,stand,en
champ could you right away do a 180,turn_around,en
okay champ would you kindly without delay up you get,stand,en
ok can you quickly go left exactly six step,go_left,en
yo robot friend would you kindly right away get vertical,stand,en
ok robot would you kindly quickly up you get,stand,en
listen doggo be a good dog and do a 180,turn_around,en
explain gravity,no_meaning,en
listen doggo be a good dog and at once pivot,turn_around,en
okay go1 if you can today go left about 2 meters,go_left,en
Who are you,no_meaning,en
champ if you can right away go left about eight m,go_left,en
Turn on the fan?,no_meaning,en
ok go1 would you kindly right away go left just eight paces,go_left,en
pal friend could you quickly go right roughly 6 m,go_right,en
ok champ go back roughly 10 step,go_back,en
sing a song?,no_meaning,en
pal friend can you rise,stand,en
yo robot champ be a good dog and now get comfy,sit,en
yo robot doggo could you now go forward precisely five meters,go_forward,en
ok robot would you kindly at once to your feet,stand,en
champ could you at once go back exactly three meters,go_back,en
listen please without delay go right six paces,go_right,en
hey robot will you today rotate,turn_around,en
buddy champ will you for me rotate completely,turn_around,en
hey go1 if you can at once go back roughly eight paces,go_back,en
pal champ can you without delay go forward about 8 m,go_forward,en
how's the weather today,no_meaning,en
alright go1 quickly go right roughly 5 step,go_right,en
okay doggo will you now display skill,do_a_trick,en
champ could you right away go right exactly 1 meters,go_right,en
listen robot be a good dog and now go forward just one steps,go_forward,en
ok doggo can you for me go back roughly 1 steps,go_back,en
listen doggo will you right away go back precisely 1 paces,go_back,en
listen champ will you get vertical,stand,en
listen doggo please quickly sit and wait,sit,en
Tell me a secret,no_meaning,en
open YouTube,no_meaning,en
hey friend if you can at once show me what you got,do_a_trick,en
listen robot for me get vertical,stand,en
ok doggo please at once show me talent,do_a_trick,en
pal friend if you can today go forward just seven steps,go_forward,en
okay go1 would you kindly for me go left roughly 5 step,go_left,en
yo robot go1 would you kindly go back just eight paces,go_back,en
buddy robot quickly go back just 2 steps,go_back,en
alright if you can for me do a 180,turn_around,en
could you go back about 2 paces,go_back,en
alright champ could you instantly go back about 4 meters,go_back,en
yo doggo will you instantly go forward exactly 6 meters,go_forward,en
ok if you can right away do a 360,turn_around,en
hey doggo can you without delay turn around,turn_around,en
yo doggo could you today rotate,turn_around,en
hey doggo if you can right away go forward around 5 m,go_forward,en
Call mom...,no_meaning,en
